time /s	 Tra 3	Err 3	 Tra 1	Err 1	 Tra 2	Err 2	 Tra 4	Err 4
0.642	0.549	0.008	90.608	3.697	41.361	7.049	0.000	0.000
0.643	0.549	0.008	90.600	3.649	40.858	6.892	0.000	0.000
0.645	0.549	0.007	90.598	3.589	40.374	6.738	0.000	0.000
0.646	0.549	0.007	90.593	3.530	39.902	6.600	0.000	0.000
0.648	0.549	0.007	90.582	3.471	39.435	6.463	0.000	0.000
0.650	0.549	0.007	90.571	3.410	38.979	6.320	0.000	0.000
0.651	0.549	0.007	90.561	3.352	38.526	6.179	0.000	0.000
0.653	0.549	0.007	90.536	3.302	38.079	6.041	0.000	0.000
0.654	0.549	0.007	90.490	3.268	37.641	5.907	0.000	0.000
0.656	0.549	0.007	90.432	3.224	37.212	5.785	0.000	0.000
0.657	0.549	0.007	90.374	3.184	36.788	5.667	0.000	0.000
0.659	0.549	0.007	90.311	3.150	36.367	5.551	0.000	0.000
0.661	0.549	0.007	90.237	3.135	35.962	5.452	0.000	0.000
0.662	0.549	0.007	90.156	3.122	35.576	5.350	0.000	0.000
0.664	0.549	0.007	90.052	3.123	35.209	5.244	0.000	0.000
0.665	0.549	0.007	89.942	3.122	34.854	5.157	0.000	0.000
0.667	0.549	0.007	89.831	3.123	34.500	5.071	0.000	0.000
0.668	0.549	0.007	89.713	3.132	34.149	4.985	0.000	0.000
0.670	0.549	0.007	89.586	3.138	33.807	4.900	0.000	0.000
0.672	0.549	0.007	89.455	3.144	33.475	4.817	0.000	0.000
0.673	0.549	0.007	89.312	3.147	33.158	4.728	0.000	0.000
0.675	0.549	0.007	89.173	3.157	32.836	4.629	0.000	0.000
0.676	0.549	0.007	89.029	3.165	32.516	4.532	0.000	0.000
0.678	0.549	0.007	88.883	3.176	32.198	4.434	0.000	0.000
0.679	0.549	0.007	88.735	3.190	31.888	4.344	0.000	0.000
0.681	0.549	0.007	88.579	3.207	31.585	4.259	0.000	0.000
0.683	0.549	0.007	88.415	3.224	31.303	4.164	0.000	0.000
0.684	0.549	0.007	88.247	3.234	31.030	4.082	0.000	0.000
0.686	0.549	0.007	88.078	3.246	30.756	4.002	0.000	0.000
0.687	0.549	0.007	87.906	3.257	30.487	3.926	0.000	0.000
0.689	0.549	0.007	87.733	3.273	30.227	3.854	0.000	0.000
0.691	0.549	0.007	87.560	3.295	29.981	3.791	0.000	0.000
0.692	0.549	0.007	87.379	3.323	29.757	3.715	0.000	0.000
0.694	0.549	0.007	87.190	3.344	29.533	3.631	0.000	0.000
0.695	0.549	0.007	87.000	3.366	29.312	3.546	0.000	0.000
0.697	0.549	0.007	86.809	3.388	29.094	3.464	0.000	0.000
0.698	0.549	0.007	86.619	3.408	28.886	3.378	0.000	0.000
0.700	0.549	0.007	86.425	3.416	28.680	3.288	0.000	0.000
0.702	0.549	0.007	86.238	3.421	28.475	3.202	0.000	0.000
0.703	0.549	0.007	86.045	3.422	28.274	3.123	0.000	0.000
0.705	0.549	0.007	85.851	3.425	28.074	3.045	0.000	0.000
0.706	0.549	0.007	85.658	3.428	27.879	2.972	0.000	0.000
0.708	0.549	0.007	85.466	3.432	27.687	2.902	0.000	0.000
0.709	0.549	0.007	85.279	3.431	27.495	2.838	0.000	0.000
0.711	0.549	0.007	85.108	3.423	27.310	2.775	0.000	0.000
0.713	0.549	0.007	84.941	3.409	27.132	2.718	0.000	0.000
0.714	0.549	0.007	84.776	3.397	26.953	2.663	0.000	0.000
0.716	0.549	0.007	84.611	3.386	26.772	2.609	0.000	0.000
0.717	0.549	0.007	84.449	3.378	26.593	2.558	0.000	0.000
0.719	0.549	0.007	84.294	3.366	26.417	2.516	0.000	0.000
0.720	0.549	0.007	84.157	3.344	26.259	2.472	0.000	0.000
0.722	0.549	0.007	84.031	3.315	26.110	2.425	0.000	0.000
0.724	0.549	0.007	83.905	3.289	25.962	2.378	0.000	0.000
0.725	0.549	0.007	83.778	3.264	25.818	2.333	0.000	0.000
0.727	0.549	0.007	83.656	3.245	25.678	2.288	0.000	0.000
0.728	0.549	0.007	83.539	3.221	25.541	2.245	0.000	0.000
0.730	0.549	0.007	83.438	3.194	25.418	2.208	0.000	0.000
0.731	0.549	0.007	83.345	3.166	25.301	2.176	0.000	0.000
0.733	0.549	0.007	83.253	3.141	25.183	2.146	0.000	0.000
0.735	0.549	0.007	83.159	3.120	25.068	2.117	0.000	0.000
0.736	0.549	0.007	83.068	3.104	24.955	2.091	0.000	0.000
0.738	0.549	0.007	82.989	3.092	24.851	2.073	0.000	0.000
0.739	0.549	0.007	82.920	3.078	24.760	2.037	0.000	0.000
0.741	0.549	0.007	82.860	3.066	24.680	2.002	0.000	0.000
0.743	0.549	0.007	82.803	3.058	24.601	1.968	0.000	0.000
0.744	0.549	0.007	82.746	3.052	24.522	1.935	0.000	0.000
0.746	0.549	0.007	82.691	3.048	24.437	1.910	0.000	0.000
0.747	0.549	0.007	82.638	3.047	24.354	1.889	0.000	0.000
0.749	0.549	0.007	82.587	3.036	24.278	1.877	0.000	0.000
0.750	0.549	0.007	82.543	3.021	24.208	1.869	0.000	0.000
0.752	0.549	0.007	82.500	3.009	24.138	1.864	0.000	0.000
0.754	0.549	0.007	82.456	2.999	24.068	1.861	0.000	0.000
0.755	0.549	0.007	82.413	2.991	24.001	1.858	0.000	0.000
0.757	0.549	0.007	82.374	2.984	23.940	1.847	0.000	0.000
0.758	0.549	0.007	82.338	2.967	23.896	1.839	0.000	0.000
0.760	0.549	0.007	82.306	2.938	23.862	1.836	0.000	0.000
0.761	0.549	0.007	82.274	2.910	23.828	1.834	0.000	0.000
0.763	0.549	0.007	82.242	2.885	23.794	1.832	0.000	0.000
0.765	0.549	0.007	82.210	2.863	23.759	1.832	0.000	0.000
0.766	0.549	0.007	82.180	2.840	23.726	1.832	0.000	0.000
0.768	0.549	0.007	82.153	2.813	23.683	1.827	0.000	0.000
0.769	0.549	0.007	82.121	2.781	23.640	1.825	0.000	0.000
0.771	0.549	0.007	82.088	2.752	23.596	1.823	0.000	0.000
0.772	0.549	0.007	82.056	2.727	23.552	1.822	0.000	0.000
0.774	0.549	0.007	82.024	2.706	23.507	1.821	0.000	0.000
0.776	0.549	0.007	81.992	2.689	23.463	1.822	0.000	0.000
0.777	0.549	0.007	81.957	2.665	23.420	1.821	0.000	0.000
0.779	0.549	0.007	81.905	2.637	23.374	1.813	0.000	0.000
0.780	0.549	0.007	81.854	2.610	23.329	1.805	0.000	0.000
0.782	0.549	0.007	81.802	2.585	23.283	1.798	0.000	0.000
0.784	0.549	0.007	81.751	2.561	23.238	1.792	0.000	0.000
0.785	0.549	0.007	81.699	2.539	23.193	1.785	0.000	0.000
0.787	0.549	0.007	81.647	2.519	23.147	1.779	0.000	0.000


General Analysis Info:
----------------------
File Data Taken From = E:\files for GIMIAS\V100 pre PCI for GIMIAS.txt
Time Window Taken From Raw Data: Start = 61.590 End =75.790
No Of Cycles Averaged = 18


Time Info
---------
Time Column In File = 0
Averaged Cycle Time = 0.787+/-0.073


Cycles Info:
----------------
Cycle Num	Deleted	Start t	End t
0	Yes	0.000	0.000
1	No	0.000	0.510
2	No	0.510	1.310
3	No	1.310	2.140
4	No	2.140	2.960
5	No	2.960	3.740
6	No	3.740	4.560
7	No	4.560	5.380
8	No	5.380	6.170
9	No	6.170	6.990
10	No	6.990	7.730
11	No	7.730	8.540
12	No	8.540	9.360
13	No	9.360	10.150
14	No	10.150	10.960
15	No	10.960	11.730
16	No	11.730	12.540
17	No	12.540	13.360
18	No	13.360	14.160
19	Yes	14.160	14.200


Trace 3 Average Information
---------------------------
Mean Value = 0.550+/-0.008
Min Value = 0.549+/-0.009
Max Value = 0.550+/-0.008
Value Orig = Value Orig +-0.001+/--0.000 + -0.000+/-0.000


Trace 1 Average Information
---------------------------
Mean Value = 84.593+/-12.472
Min Value = 69.161+/-8.531
Max Value = 100.415+/-2.657
Value Orig = Value Orig +0.911+/-1.345 + 0.358+/-0.001


Trace 2 Average Information
---------------------------
Mean Value = 46.703+/-19.213
Min Value = 23.147+/-1.779
Max Value = 70.508+/-2.793
Value Orig = Value Orig +-0.911+/--1.253 + -0.358+/-0.013


Trace 4 Average Information
---------------------------
Mean Value = 0.000+/-0.000
Min Value = 0.000+/-0.000
Max Value = 0.000+/-0.000
Value Orig = Value Orig +0.000+/-0.000 + 0.000+/--1.#IO


