time /s	 Tra 3	Err 3	 Tra 1	Err 1	 Tra 2	Err 2	 Tra 4	Err 4
0.949	0.912	0.002	77.190	2.704	69.581	2.496	0.000	0.000
0.951	0.912	0.002	77.111	2.715	69.510	2.507	0.000	0.000
0.953	0.912	0.002	77.032	2.726	69.438	2.518	0.000	0.000
0.954	0.912	0.002	76.956	2.740	69.372	2.536	0.000	0.000
0.956	0.912	0.002	76.904	2.754	69.316	2.537	0.000	0.000
0.958	0.912	0.002	76.858	2.763	69.265	2.532	0.000	0.000
0.960	0.912	0.002	76.811	2.773	69.214	2.527	0.000	0.000
0.962	0.912	0.002	76.764	2.783	69.163	2.522	0.000	0.000
0.964	0.912	0.002	76.718	2.793	69.112	2.518	0.000	0.000


General Analysis Info:
----------------------
File Data Taken From = E:\files for GIMIAS\V100 post PCI for GIMIAS.txt
Time Window Taken From Raw Data: Start = 0.800 End =17.260
No Of Cycles Averaged = 17


Time Info
---------
Time Column In File = 0
Averaged Cycle Time = 0.964+/-0.223


Cycles Info:
----------------
Cycle Num	Deleted	Start t	End t
0	Yes	0.000	0.000
1	No	0.000	0.960
2	No	0.960	1.880
3	No	1.880	2.870
4	No	2.870	3.880
5	No	3.880	4.900
6	No	4.900	5.760
7	No	5.760	5.890
8	No	5.890	6.890
9	No	6.890	7.910
10	No	7.910	8.970
11	No	8.970	10.080
12	No	10.080	11.150
13	No	11.150	12.200
14	No	12.200	13.240
15	No	13.240	14.300
16	No	14.300	15.340
17	No	15.340	16.390
18	Yes	16.390	16.460


Trace 3 Average Information
---------------------------
Mean Value = 0.912+/-0.002
Min Value = 0.912+/-0.002
Max Value = 0.912+/-0.002
Value Orig = Value Orig +-0.000+/--0.000 + -0.000+/-0.000


Trace 1 Average Information
---------------------------
Mean Value = 93.996+/-13.130
Min Value = 76.518+/-2.761
Max Value = 114.490+/-9.180
Value Orig = Value Orig +0.122+/-0.175 + 0.059+/-0.001


Trace 2 Average Information
---------------------------
Mean Value = 85.705+/-12.723
Min Value = 68.971+/-2.608
Max Value = 106.183+/-9.310
Value Orig = Value Orig +0.146+/-0.200 + 0.071+/-0.001


Trace 4 Average Information
---------------------------
Mean Value = 0.000+/-0.000
Min Value = 0.000+/-0.000
Max Value = 0.000+/-0.000
Value Orig = Value Orig +0.000+/-0.000 + 0.000+/--1.#IO


