time /s	 Tra 3	Err 3	 Tra 1	Err 1	 Tra 2	Err 2	 Tra 4	Err 4
0.663	0.876	0.009	70.154	6.886	55.998	5.449	0.000	0.000
0.664	0.876	0.009	70.118	6.895	55.971	5.430	0.000	0.000
0.666	0.876	0.009	70.069	6.901	55.945	5.406	0.000	0.000
0.668	0.876	0.009	70.014	6.888	55.914	5.367	0.000	0.000
0.669	0.876	0.009	69.956	6.878	55.886	5.327	0.000	0.000
0.671	0.876	0.009	69.907	6.866	55.864	5.286	0.000	0.000
0.673	0.876	0.009	69.854	6.856	55.840	5.246	0.000	0.000
0.674	0.876	0.009	69.794	6.847	55.816	5.208	0.000	0.000
0.676	0.876	0.009	69.735	6.838	55.801	5.169	0.000	0.000
0.677	0.876	0.009	69.679	6.829	55.788	5.130	0.000	0.000
0.679	0.876	0.009	69.628	6.816	55.782	5.091	0.000	0.000
0.681	0.876	0.009	69.565	6.766	55.768	5.052	0.000	0.000
0.682	0.876	0.009	69.493	6.714	55.748	5.015	0.000	0.000
0.684	0.876	0.009	69.419	6.664	55.729	4.979	0.000	0.000
0.685	0.876	0.009	69.350	6.613	55.715	4.938	0.000	0.000
0.687	0.876	0.009	69.285	6.561	55.700	4.898	0.000	0.000
0.689	0.876	0.009	69.227	6.508	55.683	4.860	0.000	0.000
0.690	0.876	0.009	69.163	6.457	55.660	4.822	0.000	0.000
0.692	0.877	0.009	69.094	6.408	55.630	4.784	0.000	0.000
0.693	0.877	0.009	69.025	6.352	55.594	4.742	0.000	0.000
0.695	0.876	0.009	68.946	6.293	55.545	4.693	0.000	0.000
0.697	0.876	0.009	68.862	6.237	55.489	4.647	0.000	0.000
0.698	0.876	0.008	68.774	6.184	55.428	4.603	0.000	0.000
0.700	0.876	0.008	68.681	6.132	55.370	4.558	0.000	0.000
0.701	0.876	0.008	68.585	6.078	55.314	4.514	0.000	0.000
0.703	0.876	0.008	68.492	6.022	55.256	4.471	0.000	0.000
0.705	0.876	0.008	68.390	5.964	55.192	4.428	0.000	0.000
0.706	0.876	0.009	68.280	5.904	55.124	4.386	0.000	0.000
0.708	0.876	0.009	68.162	5.832	55.054	4.342	0.000	0.000
0.709	0.876	0.009	68.045	5.760	54.982	4.301	0.000	0.000
0.711	0.876	0.009	67.931	5.687	54.911	4.258	0.000	0.000
0.713	0.876	0.009	67.818	5.613	54.845	4.213	0.000	0.000
0.714	0.876	0.009	67.700	5.537	54.781	4.166	0.000	0.000
0.716	0.876	0.009	67.575	5.464	54.718	4.119	0.000	0.000
0.717	0.876	0.009	67.450	5.391	54.657	4.073	0.000	0.000
0.719	0.876	0.009	67.329	5.315	54.602	4.021	0.000	0.000
0.721	0.876	0.009	67.206	5.220	54.556	3.988	0.000	0.000
0.722	0.876	0.009	67.086	5.122	54.507	3.959	0.000	0.000
0.724	0.876	0.009	66.973	5.026	54.448	3.936	0.000	0.000
0.725	0.876	0.009	66.858	4.929	54.386	3.913	0.000	0.000
0.727	0.876	0.009	66.746	4.831	54.323	3.891	0.000	0.000
0.729	0.876	0.009	66.635	4.731	54.258	3.873	0.000	0.000
0.730	0.876	0.009	66.524	4.632	54.191	3.855	0.000	0.000
0.732	0.876	0.009	66.408	4.536	54.118	3.842	0.000	0.000
0.733	0.876	0.009	66.289	4.428	54.038	3.817	0.000	0.000
0.735	0.876	0.009	66.165	4.311	53.955	3.783	0.000	0.000
0.737	0.876	0.009	66.042	4.192	53.877	3.744	0.000	0.000
0.738	0.876	0.009	65.920	4.071	53.800	3.703	0.000	0.000
0.740	0.876	0.009	65.797	3.951	53.723	3.663	0.000	0.000
0.741	0.876	0.009	65.672	3.833	53.641	3.625	0.000	0.000
0.743	0.876	0.009	65.560	3.717	53.562	3.584	0.000	0.000
0.745	0.876	0.009	65.451	3.600	53.483	3.544	0.000	0.000
0.746	0.876	0.009	65.350	3.482	53.400	3.497	0.000	0.000
0.748	0.876	0.009	65.253	3.379	53.312	3.437	0.000	0.000
0.749	0.876	0.009	65.156	3.278	53.225	3.377	0.000	0.000
0.751	0.876	0.009	65.062	3.178	53.145	3.315	0.000	0.000
0.753	0.876	0.009	64.970	3.079	53.069	3.250	0.000	0.000
0.754	0.876	0.009	64.878	2.981	52.994	3.186	0.000	0.000
0.756	0.876	0.009	64.787	2.884	52.919	3.121	0.000	0.000
0.757	0.876	0.009	64.694	2.788	52.842	3.057	0.000	0.000
0.759	0.876	0.009	64.601	2.694	52.766	2.993	0.000	0.000
0.761	0.876	0.009	64.519	2.627	52.694	2.936	0.000	0.000
0.762	0.876	0.009	64.436	2.557	52.627	2.882	0.000	0.000
0.764	0.876	0.009	64.354	2.489	52.562	2.829	0.000	0.000
0.765	0.876	0.009	64.271	2.421	52.496	2.777	0.000	0.000
0.767	0.876	0.009	64.189	2.355	52.431	2.727	0.000	0.000
0.769	0.876	0.009	64.109	2.292	52.368	2.679	0.000	0.000
0.770	0.876	0.008	64.035	2.229	52.308	2.629	0.000	0.000
0.772	0.876	0.008	63.962	2.162	52.254	2.577	0.000	0.000
0.773	0.876	0.008	63.897	2.123	52.206	2.545	0.000	0.000
0.775	0.876	0.008	63.837	2.099	52.161	2.522	0.000	0.000
0.777	0.876	0.008	63.778	2.076	52.116	2.501	0.000	0.000
0.778	0.876	0.008	63.720	2.053	52.069	2.479	0.000	0.000
0.780	0.876	0.008	63.665	2.031	52.021	2.458	0.000	0.000
0.781	0.876	0.008	63.619	2.012	51.976	2.431	0.000	0.000
0.783	0.876	0.008	63.574	1.993	51.931	2.405	0.000	0.000
0.785	0.876	0.008	63.529	1.976	51.887	2.379	0.000	0.000
0.786	0.876	0.008	63.490	1.973	51.844	2.358	0.000	0.000
0.788	0.876	0.008	63.466	2.003	51.804	2.345	0.000	0.000
0.789	0.876	0.008	63.446	2.032	51.771	2.333	0.000	0.000
0.791	0.876	0.008	63.432	2.046	51.737	2.313	0.000	0.000
0.793	0.876	0.008	63.419	2.060	51.702	2.293	0.000	0.000
0.794	0.876	0.008	63.405	2.075	51.668	2.273	0.000	0.000
0.796	0.876	0.008	63.392	2.091	51.634	2.254	0.000	0.000
0.797	0.876	0.008	63.378	2.106	51.599	2.235	0.000	0.000
0.799	0.876	0.008	63.365	2.123	51.565	2.215	0.000	0.000


General Analysis Info:
----------------------
File Data Taken From = E:\files for GIMIAS\V100 post PCI for GIMIAS.txt
Time Window Taken From Raw Data: Start = 70.840 End =79.510
No Of Cycles Averaged = 10


Time Info
---------
Time Column In File = 0
Averaged Cycle Time = 0.799+/-0.079


Cycles Info:
----------------
Cycle Num	Deleted	Start t	End t
0	Yes	0.000	0.680
1	No	0.680	1.510
2	No	1.510	2.330
3	No	2.330	3.130
4	No	3.130	3.960
5	No	3.960	4.810
6	No	4.810	5.620
7	No	5.620	6.450
8	No	6.450	7.330
9	No	7.330	8.070
10	No	8.070	8.670
11	Yes	8.670	8.670


Trace 3 Average Information
---------------------------
Mean Value = 0.877+/-0.008
Min Value = 0.876+/-0.009
Max Value = 0.879+/-0.006
Value Orig = Value Orig +0.000+/-0.000 + 0.000+/-0.000


Trace 1 Average Information
---------------------------
Mean Value = 80.568+/-14.176
Min Value = 63.183+/-1.768
Max Value = 98.982+/-3.633
Value Orig = Value Orig +0.188+/-0.222 + 0.075+/-0.001


Trace 2 Average Information
---------------------------
Mean Value = 70.541+/-18.344
Min Value = 51.275+/-1.616
Max Value = 103.778+/-11.712
Value Orig = Value Orig +0.363+/-0.426 + 0.145+/-0.001


Trace 4 Average Information
---------------------------
Mean Value = 0.000+/-0.000
Min Value = 0.000+/-0.000
Max Value = 0.000+/-0.000
Value Orig = Value Orig +0.000+/-0.000 + 0.000+/--1.#IO


