time /s	 Tra 3	Err 3	 Tra 1	Err 1	 Tra 2	Err 2	 Tra 4	Err 4
0.810	0.818	0.003	85.371	0.830	67.928	0.832	0.000	0.000
0.813	0.818	0.003	85.299	0.828	67.874	0.829	0.000	0.000
0.815	0.818	0.003	85.229	0.828	67.827	0.826	0.000	0.000
0.817	0.818	0.003	85.158	0.829	67.779	0.824	0.000	0.000
0.819	0.818	0.003	85.082	0.829	67.732	0.819	0.000	0.000
0.821	0.818	0.003	85.004	0.830	67.682	0.814	0.000	0.000
0.823	0.818	0.003	84.926	0.831	67.631	0.808	0.000	0.000
0.825	0.818	0.003	84.846	0.831	67.584	0.801	0.000	0.000
0.827	0.818	0.003	84.769	0.829	67.540	0.793	0.000	0.000
0.829	0.818	0.003	84.697	0.826	67.498	0.786	0.000	0.000
0.832	0.818	0.003	84.627	0.824	67.454	0.774	0.000	0.000
0.834	0.818	0.003	84.561	0.819	67.409	0.763	0.000	0.000
0.836	0.818	0.003	84.499	0.809	67.362	0.755	0.000	0.000
0.838	0.818	0.003	84.437	0.799	67.314	0.752	0.000	0.000
0.840	0.818	0.003	84.377	0.789	67.265	0.757	0.000	0.000
0.842	0.818	0.003	84.319	0.778	67.218	0.767	0.000	0.000
0.844	0.818	0.003	84.267	0.778	67.176	0.775	0.000	0.000
0.846	0.818	0.003	84.217	0.780	67.134	0.783	0.000	0.000
0.849	0.818	0.003	84.173	0.782	67.091	0.778	0.000	0.000
0.851	0.818	0.003	84.131	0.782	67.056	0.776	0.000	0.000
0.853	0.818	0.003	84.088	0.782	67.021	0.774	0.000	0.000
0.855	0.818	0.003	84.046	0.773	66.984	0.776	0.000	0.000
0.857	0.818	0.003	84.009	0.760	66.948	0.775	0.000	0.000
0.859	0.818	0.003	83.978	0.748	66.917	0.778	0.000	0.000
0.861	0.818	0.003	83.951	0.740	66.888	0.783	0.000	0.000
0.863	0.818	0.003	83.929	0.732	66.862	0.790	0.000	0.000
0.865	0.818	0.003	83.924	0.720	66.846	0.793	0.000	0.000
0.868	0.818	0.003	83.920	0.707	66.832	0.798	0.000	0.000
0.870	0.818	0.003	83.923	0.693	66.820	0.796	0.000	0.000
0.872	0.818	0.003	83.928	0.680	66.807	0.793	0.000	0.000
0.874	0.818	0.003	83.934	0.670	66.790	0.789	0.000	0.000
0.876	0.818	0.003	83.945	0.664	66.768	0.784	0.000	0.000
0.878	0.818	0.003	83.961	0.660	66.745	0.786	0.000	0.000
0.880	0.818	0.003	83.981	0.651	66.717	0.787	0.000	0.000
0.882	0.818	0.003	84.001	0.643	66.688	0.789	0.000	0.000
0.884	0.818	0.003	84.020	0.636	66.657	0.794	0.000	0.000
0.887	0.818	0.003	84.038	0.632	66.625	0.801	0.000	0.000
0.889	0.818	0.003	84.051	0.629	66.586	0.801	0.000	0.000
0.891	0.818	0.003	84.063	0.630	66.541	0.790	0.000	0.000
0.893	0.818	0.003	84.069	0.628	66.497	0.781	0.000	0.000
0.895	0.818	0.003	84.067	0.634	66.447	0.772	0.000	0.000
0.897	0.818	0.003	84.059	0.646	66.395	0.768	0.000	0.000
0.899	0.818	0.003	84.045	0.659	66.352	0.768	0.000	0.000
0.901	0.818	0.003	84.028	0.672	66.314	0.774	0.000	0.000
0.904	0.818	0.003	84.007	0.689	66.275	0.782	0.000	0.000
0.906	0.818	0.003	83.967	0.706	66.233	0.793	0.000	0.000
0.908	0.818	0.003	83.919	0.724	66.185	0.803	0.000	0.000
0.910	0.818	0.003	83.859	0.745	66.129	0.811	0.000	0.000
0.912	0.818	0.003	83.789	0.768	66.061	0.818	0.000	0.000
0.914	0.818	0.003	83.715	0.792	65.994	0.825	0.000	0.000
0.916	0.818	0.003	83.631	0.801	65.927	0.826	0.000	0.000
0.918	0.818	0.003	83.539	0.812	65.853	0.827	0.000	0.000
0.920	0.818	0.003	83.444	0.825	65.778	0.828	0.000	0.000
0.923	0.818	0.003	83.353	0.838	65.703	0.829	0.000	0.000
0.925	0.818	0.003	83.257	0.850	65.627	0.827	0.000	0.000
0.927	0.818	0.003	83.153	0.863	65.548	0.820	0.000	0.000
0.929	0.818	0.003	83.042	0.874	65.471	0.811	0.000	0.000
0.931	0.818	0.003	82.927	0.884	65.394	0.802	0.000	0.000
0.933	0.818	0.003	82.806	0.896	65.320	0.794	0.000	0.000
0.935	0.818	0.003	82.677	0.899	65.248	0.779	0.000	0.000
0.937	0.818	0.003	82.545	0.896	65.178	0.763	0.000	0.000
0.940	0.818	0.003	82.418	0.891	65.116	0.751	0.000	0.000
0.942	0.818	0.003	82.289	0.888	65.060	0.740	0.000	0.000
0.944	0.818	0.003	82.160	0.887	65.012	0.732	0.000	0.000
0.946	0.818	0.003	82.033	0.881	64.978	0.726	0.000	0.000
0.948	0.818	0.003	81.911	0.871	64.971	0.713	0.000	0.000
0.950	0.818	0.003	81.791	0.863	64.983	0.703	0.000	0.000
0.952	0.818	0.003	81.677	0.853	64.994	0.694	0.000	0.000
0.954	0.818	0.003	81.565	0.844	65.010	0.691	0.000	0.000
0.956	0.818	0.003	81.475	0.837	65.028	0.694	0.000	0.000
0.959	0.818	0.003	81.397	0.828	65.037	0.702	0.000	0.000
0.961	0.818	0.003	81.322	0.819	65.043	0.712	0.000	0.000
0.963	0.818	0.003	81.251	0.814	65.055	0.721	0.000	0.000
0.965	0.818	0.003	81.183	0.813	65.075	0.728	0.000	0.000
0.967	0.818	0.003	81.108	0.824	65.100	0.735	0.000	0.000
0.969	0.818	0.003	81.027	0.837	65.127	0.737	0.000	0.000
0.971	0.818	0.003	80.946	0.851	65.149	0.747	0.000	0.000
0.973	0.818	0.003	80.864	0.864	65.169	0.760	0.000	0.000
0.975	0.818	0.003	80.782	0.883	65.178	0.771	0.000	0.000
0.978	0.818	0.003	80.693	0.911	65.167	0.789	0.000	0.000
0.980	0.818	0.003	80.597	0.941	65.147	0.814	0.000	0.000
0.982	0.818	0.003	80.497	0.973	65.122	0.853	0.000	0.000
0.984	0.818	0.003	80.394	1.004	65.094	0.894	0.000	0.000
0.986	0.818	0.003	80.284	1.026	65.061	0.942	0.000	0.000
0.988	0.818	0.003	80.163	1.042	64.996	0.983	0.000	0.000
0.990	0.818	0.003	80.044	1.059	64.923	1.017	0.000	0.000
0.992	0.818	0.003	79.924	1.078	64.844	1.048	0.000	0.000
0.995	0.818	0.003	79.800	1.094	64.762	1.081	0.000	0.000
0.997	0.818	0.003	79.676	1.087	64.680	1.103	0.000	0.000
0.999	0.818	0.003	79.553	1.072	64.598	1.108	0.000	0.000
1.001	0.818	0.003	79.430	1.055	64.522	1.107	0.000	0.000
1.003	0.818	0.003	79.307	1.041	64.445	1.110	0.000	0.000
1.005	0.818	0.003	79.186	1.030	64.365	1.115	0.000	0.000
1.007	0.818	0.003	79.076	1.018	64.282	1.093	0.000	0.000
1.009	0.818	0.003	78.973	1.003	64.207	1.069	0.000	0.000
1.011	0.818	0.003	78.875	0.987	64.134	1.047	0.000	0.000
1.014	0.818	0.003	78.777	0.973	64.060	1.027	0.000	0.000
1.016	0.818	0.003	78.677	0.960	63.980	1.003	0.000	0.000
1.018	0.818	0.003	78.575	0.939	63.913	0.965	0.000	0.000
1.020	0.818	0.003	78.477	0.914	63.853	0.926	0.000	0.000
1.022	0.818	0.003	78.380	0.890	63.794	0.888	0.000	0.000
1.024	0.818	0.003	78.282	0.866	63.735	0.854	0.000	0.000
1.026	0.818	0.003	78.186	0.846	63.678	0.824	0.000	0.000
1.028	0.818	0.003	78.080	0.838	63.634	0.806	0.000	0.000
1.030	0.818	0.003	77.972	0.835	63.588	0.794	0.000	0.000
1.033	0.818	0.003	77.864	0.833	63.543	0.783	0.000	0.000
1.035	0.818	0.003	77.756	0.832	63.498	0.774	0.000	0.000
1.037	0.818	0.003	77.652	0.834	63.464	0.774	0.000	0.000
1.039	0.818	0.003	77.552	0.839	63.430	0.777	0.000	0.000
1.041	0.818	0.003	77.453	0.845	63.396	0.781	0.000	0.000
1.043	0.818	0.003	77.353	0.852	63.363	0.785	0.000	0.000
1.045	0.818	0.003	77.254	0.859	63.329	0.790	0.000	0.000
1.047	0.818	0.003	77.173	0.854	63.294	0.786	0.000	0.000
1.050	0.818	0.003	77.103	0.842	63.258	0.779	0.000	0.000
1.052	0.818	0.003	77.032	0.831	63.222	0.773	0.000	0.000
1.054	0.818	0.003	76.962	0.821	63.186	0.766	0.000	0.000
1.056	0.818	0.003	76.891	0.812	63.150	0.760	0.000	0.000


General Analysis Info:
----------------------
File Data Taken From = E:\files for GIMIAS\V100 pre PCI for GIMIAS.txt
Time Window Taken From Raw Data: Start = 0.400 End =18.920
No Of Cycles Averaged = 17


Time Info
---------
Time Column In File = 0
Averaged Cycle Time = 1.056+/-0.029


Cycles Info:
----------------
Cycle Num	Deleted	Start t	End t
0	Yes	0.000	0.000
1	No	0.000	1.070
2	No	1.070	2.110
3	No	2.110	3.120
4	No	3.120	4.180
5	No	4.180	5.250
6	No	5.250	6.320
7	No	6.320	7.360
8	No	7.360	8.370
9	No	8.370	9.410
10	No	9.410	10.500
11	No	10.500	11.540
12	No	11.540	12.580
13	No	12.580	13.700
14	No	13.700	14.800
15	No	14.800	15.850
16	No	15.850	16.890
17	No	16.890	17.950
18	Yes	17.950	18.520


Trace 3 Average Information
---------------------------
Mean Value = 0.819+/-0.003
Min Value = 0.818+/-0.003
Max Value = 0.819+/-0.003
Value Orig = Value Orig +-0.000+/--0.000 + -0.000+/-0.000


Trace 1 Average Information
---------------------------
Mean Value = 95.592+/-12.690
Min Value = 76.891+/-0.812
Max Value = 117.089+/-2.363
Value Orig = Value Orig +-0.106+/--0.082 + -0.056+/-0.000


Trace 2 Average Information
---------------------------
Mean Value = 78.212+/-12.584
Min Value = 63.150+/-0.760
Max Value = 104.034+/-2.680
Value Orig = Value Orig +-0.150+/--0.111 + -0.079+/-0.000


Trace 4 Average Information
---------------------------
Mean Value = 0.000+/-0.000
Min Value = 0.000+/-0.000
Max Value = 0.000+/-0.000
Value Orig = Value Orig +0.000+/-0.000 + 0.000+/--1.#IO


