1.000000000000000000e+00,1.260843373493975923e+04,0.000000000000000000e+00,-1.458621645661532966e+03,2.307808026517908729e+03,-1.173684330843195767e+03,2.215628650502580399e+02,-1.260896135753795875e+02,-3.800572817496967559e+02,-4.935852808992628127e+01,1.119556668796466283e+02,-1.278054506159189287e+02,2.853510102151830452e+01,3.271480367067309203e+01,6.458474339818617693e+01,-9.668997030226368850e+01,1.483184342380712373e+01,1.150926114262238826e+02,3.266424249893186982e+01,1.823275882750151311e+01,4.680803969202823822e+01,8.006611707080146800e+01,2.521921038647588276e+01,2.417919710774232911e+01,6.139676628718249418e+01,3.567078519041587015e+01,4.356878500607895432e+01,3.373979300004343429e+01,5.480730816931090743e+01,2.754086307423886026e+01,2.523898490364999248e+01,1.169590765905422280e+01,3.557885566629637708e+01,1.387493320908250993e+01,4.660041677228937829e+01,1.503716347768579986e+01,2.202608089199693708e+01,2.334625912917321955e+01,3.095070265423584033e+01,1.981234694374821004e+01,1.951764129527510505e+01,1.670863498632036936e+01,2.780033575191188788e+01,9.429033417366005310e+00,2.240836947645022548e+01,1.759047118139191568e+01,1.201448015318304741e+01,2.399414413532082335e+01,9.547096800759646840e-01,2.079820893043717334e+01,7.615664850661525875e+00,2.471891608478332003e+01,5.146772134692439771e+00,1.860484250578265630e+01,1.336378036813645487e+01,2.005296577268157776e+01,9.430474321112692238e+00,2.117277889264187607e+01,6.239155076710621195e+00,1.989906213776878730e+01,7.624113583608016498e+00,1.965203909407654237e+01,1.756520375886024610e+00,1.856856459803043791e+01,5.912724895993757279e+00,2.229589625769423478e+01,2.984800383315509009e+00,2.288871227158342236e+01,4.547090228406831081e+00,1.856835896132847452e+01,1.011148720758092256e+00,1.834886142658239905e+01,7.205514487724702377e+00,1.861389055377431490e+01,2.111432682989446086e+00,2.230334815504573953e+01,7.724850440429989362e+00,1.500218753294914009e+01,7.299880967777826690e+00,1.586692148438180539e+01,1.332233788936266095e+00
2.000000000000000000e+00,1.261192771084337437e+04,0.000000000000000000e+00,-1.467795887810987097e+03,2.313312954662601896e+03,-1.175522735226293435e+03,2.125087233296100351e+02,-1.249168624402015411e+02,-3.769643916060300057e+02,-5.340568382282891946e+01,1.124711161293039368e+02,-1.279352229775300742e+02,2.400575135361677326e+01,3.156602736717942292e+01,6.629423414902397838e+01,-9.808330129386095564e+01,1.419980869866136430e+01,1.180151814970593165e+02,3.735019469988651508e+01,1.609155455538603974e+01,4.563479517210024028e+01,8.119495923558648087e+01,2.768764316665349412e+01,2.031018079912279362e+01,6.007138895917250920e+01,3.622870361983260779e+01,4.448300883890217960e+01,2.786260662514277442e+01,5.420236679600916574e+01,2.425229543934856125e+01,2.601568940310626843e+01,9.291639182306294487e+00,3.544069855226687338e+01,9.139953081385304046e+00,4.701059870618326642e+01,1.806966461584034178e+01,2.123148965277506406e+01,2.269684643882751374e+01,3.009744148122826601e+01,1.940424496659667142e+01,1.946416814573086640e+01,1.580550880043311146e+01,2.429889103869447453e+01,1.281431856654957535e+01,2.189973020499878942e+01,1.891088909924842909e+01,9.681180804031622955e+00,2.164676844220185359e+01,3.890146688456975976e+00,1.437700318642337294e+01,1.498379630436653009e+01,2.336361487097807199e+01,3.537108186477872618e+00,2.364232764489172567e+01,3.773852918517289101e+00,1.821359901281697091e+01,5.509388124754384997e+00,1.473826390499623429e+01,1.184842948676788055e+01,1.774847264805139346e+01,1.056052744877596261e+01,1.728537180762670999e+01,6.415511618727266274e+00,1.924486424845347798e+01,4.662158992726329387e+00,1.991340639269176904e+01,4.227134033825132420e+00,2.064262355090041723e+01,3.565014225889271415e+00,1.908539608198994841e+01,-2.376310206678554415e+00,2.197380913195260277e+01,8.443349250360403957e+00,1.715970801162082537e+01,2.096444169380022871e+00,2.770994511930866722e+01,7.410405118458514018e+00,1.409657087804339071e+01,1.153143447555805423e+01,1.683163812273672022e+01,-3.934676552603225019e+00
3.000000000000000000e+00,1.260831325301204743e+04,0.000000000000000000e+00,-1.470257247142508049e+03,2.310769614765246843e+03,-1.180661190824080222e+03,2.118740669721346706e+02,-1.248162505772068158e+02,-3.835732915295812404e+02,-5.456416412850337849e+01,1.112240354957023953e+02,-1.299056004284308301e+02,1.889163847196212132e+01,6.200574591871903607e+01,4.346154672116146145e+01,-9.724287316107088941e+01,1.180436749732006341e+01,1.188270593379084943e+02,4.290078736020909389e+01,1.456798467660327390e+01,4.541530963475590710e+01,8.022076214280376405e+01,3.124136291045718750e+01,1.667587188475978621e+01,5.856102320149840779e+01,3.594006680623614614e+01,4.437387388303513802e+01,2.391936349096638281e+01,5.315133336152752719e+01,2.242193183908207388e+01,2.692891882457854535e+01,8.254955340019018095e+00,3.464508110032348753e+01,6.029720890735568162e+00,4.644238311088265903e+01,1.761464911945279610e+01,2.230832602339990700e+01,2.124418918422417946e+01,3.093064739286758780e+01,1.964302586990999444e+01,1.784248716481652863e+01,1.546760341820894347e+01,2.597358194062276837e+01,1.223640700863070307e+01,2.062230137110053008e+01,1.711219565398197417e+01,1.357976352016801869e+01,2.408192485743291300e+01,4.070291552034928984e+00,1.494366553153512633e+01,1.504626669184935395e+01,2.619422633807516831e+01,3.849943444853177077e+00,2.337653705013500982e+01,6.221771070280572857e+00,1.773713819221886112e+01,7.664390461772179641e+00,1.713306539911920368e+01,8.136264377451324137e+00,1.650430061420857797e+01,1.016351413859737463e+01,1.842253170847617127e+01,5.099927654774355723e+00,1.823122283163765545e+01,3.626895227536109712e+00,1.869191272237639723e+01,3.921116318694822134e+00,2.178298282916835404e+01,7.436685610782359568e+00,1.685664261641587913e+01,-2.694448546848347004e-01,2.090180445518251062e+01,1.034923331776082911e+01,1.494230174950825862e+01,4.983725480212052084e+00,2.636025184747355254e+01,5.101480985387433442e+00,1.515004683633405769e+01,1.910329405618920395e+00,1.765457130802615637e+01,-2.333145202139470076e+00
4.000000000000000000e+00,1.260951807228915641e+04,0.000000000000000000e+00,-1.472307979221390724e+03,2.314495108023235389e+03,-1.186760329931480783e+03,2.102167101750694655e+02,-1.225303222292716043e+02,-3.902602656865255994e+02,-5.184153716294016334e+01,1.075688312813364433e+02,-1.281501757258960765e+02,2.112893469944978619e+01,6.334628466658823243e+01,4.242585761559588775e+01,-9.426552657530008617e+01,9.279509903014519168e+00,1.152882010960279615e+02,4.693622887148873701e+01,2.690811707886327753e+01,4.070523765388929860e+01,8.117123099812965847e+01,2.779951913131917252e+01,1.763956295313183631e+01,5.907256382951381113e+01,3.549573177651084421e+01,4.327831833164034236e+01,2.517656638887880405e+01,5.003679347924997245e+01,1.568019359265274382e+01,2.835629482217211006e+01,8.015577533210816341e+00,3.741309176737997433e+01,7.968694894007984253e+00,4.685421852060934356e+01,1.679244283089526846e+01,2.264318726123044101e+01,2.259403710184542646e+01,3.118893423353002703e+01,2.072510211147960746e+01,1.897402469819812865e+01,1.501818400299116796e+01,2.763819539422341265e+01,1.145046041204723153e+01,2.183315311526649793e+01,6.245742829371407900e+00,2.055461724528472089e+01,2.671651444104289652e+01,4.130968096509099574e+00,1.935510680848549470e+01,8.032762962878619462e+00,2.551833467363810115e+01,4.812210325659417975e+00,2.388982812980316339e+01,6.590579300447680033e+00,1.728404551555189173e+01,9.832340830769437545e+00,2.096450187451816660e+01,5.629111071690299006e+00,1.810059120617675532e+01,6.036087433984310913e+00,1.719992691585439104e+01,6.527667545733044641e+00,1.770473237056133442e+01,2.499339231107574388e+00,1.626820113833010595e+01,5.533738385297609419e+00,1.874542197918042774e+01,8.938398091453532146e+00,1.691918630445335481e+01,-4.110884700986471962e+00,2.404421956489914791e+01,7.026106087126510857e+00,1.607061712816650001e+01,2.115769280323417156e+00,2.470137644521588172e+01,5.691148001685109037e+00,1.531227820958356745e+01,1.487629123393646724e+00,2.163092068042774585e+01,4.462027146415055712e-01
5.000000000000000000e+00,1.260939759036144642e+04,0.000000000000000000e+00,-1.469927592764302972e+03,2.315475746070193964e+03,-1.190001175613143687e+03,2.134567416967184101e+02,-1.227407275156095068e+02,-3.950204700179692736e+02,-5.009684894915758946e+01,1.063808823182357912e+02,-1.283229011811417024e+02,2.104293765165243713e+01,3.068462478533306026e+01,6.850557480502102692e+01,-9.833999883198954706e+01,9.487545058725995517e+00,1.190741274541826726e+02,4.890337530485248863e+01,2.859339664688729599e+01,4.089106944078926631e+01,8.130056338104624558e+01,2.800905000605776252e+01,1.632567099516316844e+01,5.744501326358677318e+01,5.467147112815385412e+01,2.095697362983761636e+01,2.472438718117878764e+01,5.429117691539104840e+01,2.097164578378926336e+01,2.669015478128552843e+01,7.788058748471334169e+00,3.744852574040154281e+01,5.873012365805978519e+00,4.730947058406231065e+01,1.729151809721841104e+01,2.562736664714225654e+01,8.584043330449988574e+00,4.094710434902145835e+01,1.931655110950155319e+01,2.010532446397579776e+01,1.498569661911902351e+01,2.774180995386587512e+01,9.924731983403425772e+00,2.099479117476667511e+01,9.452492351310016971e+00,2.010819346651366502e+01,2.603477256761664194e+01,6.707658547190815668e-01,2.096148434866999111e+01,8.948026704940156506e+00,2.573529419998974888e+01,4.729584554236887506e+00,2.461850382159177641e+01,8.753663253982296055e+00,1.617578742558360361e+01,1.268993122160422260e+01,1.782590475066638191e+01,6.053044793638902910e+00,1.838211290994252778e+01,4.169111661192610008e+00,1.729956565502025256e+01,6.726785215354444070e+00,1.949445077971882867e+01,2.015833413640004235e+00,1.605008941370741127e+01,5.885182852357120353e+00,1.719057928787917433e+01,6.252060736219498871e+00,1.611155763055590384e+01,4.399053530225025099e+00,2.417315112897339802e+01,7.124075717616476844e+00,1.655150998695475195e+01,6.012274320185752252e+00,2.149029115616511376e+01,5.060549574666173278e+00,1.566122626454356492e+01,9.980573102275887010e-01,2.194210712809328712e+01,2.861118262037298354e+00
6.000000000000000000e+00,1.262060240963855358e+04,0.000000000000000000e+00,-1.546954082333745646e+03,2.369135046533800505e+03,-1.282207342108332796e+03,1.476262701496470413e+02,-1.024840514137790706e+02,-4.518345517501717268e+02,-8.719174972707537563e+01,8.459371868525526850e+01,1.720732895778515399e+02,-1.883676501661428304e+01,6.097392900785406766e+01,7.087408216736987754e+01,1.082178713448196277e+02,-2.475116020746678913e+00,9.796672442862031005e+01,9.764146208220155643e+01,3.411916995812531894e+01,3.880064981148019143e+01,4.648265798607391730e+01,7.039579989803874582e+01,2.543357493720065321e+01,6.042948604147377978e+01,2.601019833022605710e+01,4.302264291020966880e+01,2.036296259504824135e+01,5.130862153342022225e+01,2.362565040795456639e+01,2.284783641386539443e+01,1.657097931712842254e+01,3.558655158447975708e+01,7.851594953397428078e+00,2.869672513226250388e+01,2.161396075159506580e+01,1.675586178196713405e+01,7.261817251692495034e+00,2.540200360651230582e+01,1.981272009867711148e+01,1.356966960935574740e+01,2.269028378282112612e+01,1.088363816902924164e+01,1.565530232189028759e+01,1.691986883283320608e+01,2.177470040130134521e+01,1.223820875704977595e+01,2.339473400283652893e+01,1.252116451896571370e+01,1.609635979161754449e+01,1.297604444487297215e+01,1.812396847614915529e+01,1.423062054908509033e+01,1.525017771449696902e+01,1.230327551080195647e+01,1.843196987333484671e+01,4.510504195127402305e+00,2.055808422246880696e+01,9.454051224811850673e+00,1.778753839905961698e+01,5.645836275686530570e+00,1.737090574345620198e+01,1.025139499486997430e+01,1.611925032101322586e+01,5.602560934356049849e+00,1.791550107859688978e+01,-3.503275572023740736e+00,1.649964659289923219e+01,2.905451074232472841e+00,2.039045484163158761e+01,8.441281221185542805e+00,1.400696994372280990e+01,9.750084278172312935e+00,1.853746895676231077e+01,2.583020570004348482e+00,1.593634313480505682e+01,1.507987161833993062e+00,1.568556198811974411e+01,-1.703597995998583636e+00,1.706315501141025237e+01,-2.853842909559027863e+00
7.000000000000000000e+00,1.261650602409638486e+04,0.000000000000000000e+00,-1.553155069084984916e+03,2.367348613155292696e+03,-1.290854691528523063e+03,1.417618324755433434e+02,-9.764865745563305666e+01,-4.599913515045539611e+02,-8.847305864782897800e+01,8.333765649190726776e+01,1.802743497789558660e+02,-1.697565865909102811e+01,5.955357331688724543e+01,7.635653822768807686e+01,1.080900998865764819e+02,-1.324692474200049319e-01,9.648483903585396604e+01,1.006105064261800948e+02,3.561304717557621302e+01,3.796313465049473024e+01,4.154979635418160910e+01,7.064379135489934924e+01,2.343240545520546547e+01,5.965416482843236423e+01,2.181096010456047551e+01,4.348412981036280200e+01,1.638502936301355817e+01,5.454856648829857590e+01,2.313551011430206117e+01,2.299388927486020506e+01,1.506186370987455092e+01,3.875224134786135011e+01,5.491928594507148986e+00,2.974172550454124675e+01,1.942991016685409278e+01,1.825477696243371639e+01,2.644552035152867120e+01,7.514345083428765726e+00,1.652272036979596592e+01,1.952701551021866067e+01,2.308261368335692154e+01,1.770550545718853641e+01,1.962331200057737135e+01,1.496252944006988450e+01,2.066402295750956242e+01,1.332341115760503492e+01,1.893158276576567545e+01,1.164456024274808144e+01,1.843849397227685216e+01,1.194523889539583017e+01,1.521723611050904346e+01,1.740399140938873401e+01,1.905742276845038674e+01,1.037166699471816322e+01,1.832658197778293285e+01,5.564265369464711064e+00,1.326512061914533724e+01,1.361656328517122638e+01,2.079200910097147670e+01,3.083955600654203710e+00,1.711008775317851516e+01,1.101088660418251841e+01,1.784904329500345810e+01,4.858249183463036580e+00,1.641685352740325143e+01,-4.185615611283231452e+00,1.650401830985782325e+01,3.232895243037599453e+00,1.864758783077141402e+01,-2.649442031717041957e-01,1.634189163216785445e+01,8.298844331923675099e+00,1.665370373960488948e+01,3.966266471179083819e+00,1.615509377643304134e+01,1.112923789445306566e+00,1.619078678536249072e+01,6.442287495315128787e-01,1.685351306554117201e+01,-2.572299029377951296e+00
8.000000000000000000e+00,1.261614457831325308e+04,0.000000000000000000e+00,-1.563313092205860585e+03,2.369432638939583740e+03,-1.296348817537824061e+03,1.342086956146879402e+02,-1.009782762292707474e+02,-4.642558481596877868e+02,-9.660623532964788751e+01,7.622219506928338717e+01,1.861669226369385797e+02,-8.952928733302480069e+00,6.074805469151251458e+01,7.921541422613610450e+01,1.078856169548126900e+02,8.447989696906541113e+00,9.052743831725867096e+01,1.019688822645049697e+02,4.760656181395825470e+00,5.084725752335091187e+01,3.409522748888996091e+01,7.346793062771615723e+01,2.142411668585520346e+01,6.291481567622759741e+01,1.822825498970141567e+01,4.050957622309790906e+01,7.356092690479693275e+00,5.728709475827997011e+01,2.655902403751377250e+01,2.491864933440414021e+01,1.312137422069397807e+01,3.859529391778409035e+01,3.295195034094921738e+01,4.193490158231625742e+00,2.063466902022826588e+01,1.703901184199390784e+01,2.958321298179443559e+01,7.055220154725388326e+00,1.489777794065745020e+01,2.157458037188184008e+01,2.368129420879607494e+01,1.765742566795182000e+01,2.252582660756549870e+01,1.320087788999389211e+01,1.529425717247013594e+01,1.515674231799257399e+01,2.116560923124588811e+01,1.094474212442644578e+01,1.817195941000756676e+01,1.244627121589511276e+01,1.378449761108948834e+01,1.464263102733618993e+01,1.599474780969745780e+01,1.137216512779565036e+01,1.332753697981533492e+01,1.529828573070152054e+01,1.298674429487475557e+01,1.333213575914978577e+01,1.973939302796154394e+01,4.467904433946577214e+00,1.691964808086851590e+01,8.850609462602490041e+00,1.946218096800871322e+01,5.783762250931452797e+00,1.656603208992006770e+01,-6.042614232390465467e+00,1.629377481233531100e+01,3.275047934746409872e+00,1.612170789998332410e+01,4.527303941247429186e+00,1.761613339283961821e+01,5.075349287049365721e+00,1.879803118278339369e+01,3.315737590371796273e+00,1.644586845163151168e+01,5.268478138747276773e+00,1.617706488655893082e+01,1.892490484971921516e+00,1.604088805677760021e+01,1.468946780287543774e+00
9.000000000000000000e+00,1.261469879518072230e+04,0.000000000000000000e+00,-1.572924323678023029e+03,2.372423483773514818e+03,-1.309022365242489059e+03,1.221828508747606463e+02,-8.907026272675038570e+01,-4.737793029277416395e+02,-9.427835354924881983e+01,7.399745535168722199e+01,1.903141655189568837e+02,-4.266624192996811615e+00,5.873608237449847991e+01,8.231741052851485563e+01,1.060277477626121225e+02,1.414340919852146250e+01,8.250131379733164749e+01,1.012852129443275828e+02,6.071816382906829013e+00,5.113825894465266941e+01,2.775238637092956751e+01,7.318120231805757214e+01,1.531562606226364487e+01,6.332309984030153061e+01,1.790703730236970870e+01,4.182779968580477714e+01,4.525316467413145638e+00,6.020519748420586126e+01,4.077649245630065167e+01,3.082856689682384577e+00,1.408113820763483837e+01,3.054740905806766449e+01,2.134966463628742872e+01,1.969370382368626338e+01,1.899782336151947959e+01,1.929522363807289409e+01,2.541039365380951054e+01,1.062923518809191670e+01,2.204080642497224929e+01,1.299737605853906253e+01,2.067191848714805857e+01,1.121604236716191316e+01,1.587512576927500518e+01,1.770799198565536159e+01,1.577750963764807857e+01,1.462799276122550651e+01,2.351826469360455363e+01,7.745071901868718633e+00,1.630616451594119454e+01,1.368030197887701149e+01,1.634280336643134390e+01,1.503271939554761261e+01,1.696151716279839050e+01,1.062595279682494009e+01,1.262434339642887515e+01,1.648165817679171852e+01,1.382217401717414340e+01,1.188383436914836189e+01,1.717836606866049109e+01,1.069374119947243251e+01,2.151333679805847865e+01,6.381064718811737535e+00,1.962626781171949020e+01,7.118836323452337744e+00,1.573816067341422453e+01,6.052567798540363420e+00,1.619209463703516860e+01,3.868327310877004876e+00,1.840003242844089471e+01,-7.610219955839867545e-01,1.265794313979144903e+01,1.057068431398728059e+01,1.550036527433795364e+01,4.378108193757653588e+00,1.854224899546072436e+01,5.634155162350761969e+00,1.595651179334643999e+01,7.323549149036533146e-02,1.605524482735071246e+01,1.404491067902151391e+00
1.000000000000000000e+01,1.261445783132530050e+04,0.000000000000000000e+00,-1.596008610135389517e+03,2.377277771778692568e+03,-1.321902554067018173e+03,9.558397390107036529e+01,-7.398866709126561148e+01,-4.793316992633762652e+02,1.197800731921520878e+02,1.366784902756048936e+01,1.954519688467175058e+02,7.789859886647160003e+00,5.460545934876705587e+01,8.337539886426615965e+01,1.064611374969215660e+02,2.168726121809202567e+01,7.178998780205738228e+01,1.029769847357731152e+02,7.522783201008458320e+00,4.989212847307978649e+01,2.332198887318395464e+01,7.248765027974232567e+01,1.307451228704421986e+01,6.266495138033901924e+01,1.526235621782924312e+01,3.768977469424994098e+01,-3.320166763146510380e+00,5.366296471786422728e+01,2.679382441623911859e+01,2.864636950082574884e+01,1.051404434534841847e+01,3.647823870756325704e+01,2.157836972490541072e+01,2.297641399737620915e+01,1.916514528284935537e+01,1.946208484239040004e+01,3.007084448521626641e+01,1.166379727593442617e+01,1.312644163443651735e+01,2.136009667976647108e+01,2.053697016112727169e+01,1.659043211110429894e+01,1.840638270435479029e+01,1.481321238715633548e+01,1.589099775465214925e+01,1.459915713040324370e+01,1.365635852497362634e+01,1.809004712834203232e+01,2.219330862343776545e+01,1.238204711678348069e+01,1.835477984352869640e+01,1.164933192729047562e+01,1.764249889629538970e+01,1.125338183259593450e+01,1.324905105097132108e+01,1.650944915036628657e+01,1.727381170483595696e+01,7.956594508497071061e+00,1.705302475339013668e+01,5.718915804268064562e+00,1.701466687381622123e+01,6.079333101338463941e+00,1.875946006536853616e+01,5.970780432785971925e+00,1.949308372874595463e+01,-8.325264433060569624e-01,2.088382004467220909e+01,6.494825360676120596e+00,1.605470609823879968e+01,4.178097669395721248e+00,1.610751618165209464e+01,2.298825527318262729e+00,1.889638368206093588e+01,2.607271506185886434e+00,1.606427221730100641e+01,1.274424490648701447e+00,1.689110159608014072e+01,-1.791983877041238848e+00,1.795775165403052398e+01,-1.646190032082372356e+00
